subjid,address1,city,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,irWebsite,longBusinessSummary
PGPHF,Unternehmer-Park 3,Baar,Switzerland,https://www.partnersgroup.com/en/,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,1767,3,7,2,10,5,1/1/2025 1:00,,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation, buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, goods, products, services, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, junior debt lending, broadly syndicated loan, mezzanine financing, alongside secondaries and primaries, CLO debt securities and equity, and participates in add on acquisitions in in first/second lien. It seeks to invest in upper middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seeks to invest between 0.50 million ($0.68 million) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. It typically invests between 20 million ($21.17) and 100 million ($105.87) per fund. The firm is a value-add investor targeting majority and minority stake in its investee companies. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia."
OLCLY,1-1 Maihama,Urayasu,Japan,https://www.olc.co.jp,Leisure,leisure,Leisure,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,9719,,,,,,,http://www.olc.co.jp/en/ir/,"Oriental Land Co., Ltd. operates and manages theme parks and hotels in Japan. It operates through Theme Park, Hotel Business, and Other Business segments. The Theme Park segment operates and manages Tokyo Disneyland and Tokyo DisneySea theme parks. The Hotel Business segment operates and manages Tokyo Disneyland Hotel, Tokyo DisneySea Hotel MiraCosta, Disney Ambassador Hotel, and Tokyo Disney Celebration Hotel, as well as Tokyo Disney Resort Toy Story Hotel. The Other Business segment operates and manages Ikspiari, a shopping complex that includes shops and restaurants, and a cinema complex; and Disney Resort Line, a monorail connecting four stations within Tokyo Disney Resort. It is also involved in the land development. Oriental Land Co., Ltd. was incorporated in 1960 and is based in Urayasu, Japan."
ORCL,2300 Oracle Way,Austin,United States,https://www.oracle.com,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,159000,5,9,10,5,10,12/1/2024 1:00,http://www.oracle.com/us/corporate/investor-relations/index.html,"Oracle Corporation offers products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle Fusion cloud enterprise resource planning (ERP), Oracle Fusion cloud enterprise performance management, Oracle Fusion cloud supply chain and manufacturing management, Oracle Fusion cloud human capital management, Oracle Cerner healthcare, and NetSuite applications suite, as well as Oracle Fusion Sales, Service, and Marketing. The company also offers cloud-based industry solutions for various industries; Oracle application licenses; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database and MySQL Database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' infrastructure technologies also comprise cloud-based compute, storage, and networking capabilities; and Oracle autonomous database and MySQL HeatWave, as well as Internet-of-Things, digital assistant, and blockchain. Further, it provides hardware products and other hardware-related software offerings, including Oracle engineered systems, enterprise servers, storage solutions, industry-specific hardware, virtualization software, operating systems, management software, and related hardware services, as well as hardware support products; and consulting and customer services. The company markets and sells its cloud, license, hardware, support, and services offerings directly to businesses in various industries, government agencies, and educational institutions, as well as through indirect channels. Oracle Corporation was founded in 1977 and is headquartered in Austin, Texas."
NVZMY,Krogshoejvej 36,Bagsvaerd,Denmark,https://www.novonesis.com,Specialty Chemicals,specialty-chemicals,Specialty Chemicals,Basic Materials,basic-materials,Basic Materials,10452,,,,,,,http://www.novozymes.com/en/investor/Pages/default.aspx,"Novonesis A/S produces and sells industrial enzymes, microorganisms, and probiotics in Denmark, rest of Europe, North America, Asia Pacific, the Middle East, Africa, Latin America, and internationally. The company offers protein solutions for the food and beverage industry. It also offers industrial hygiene, drain openers, hard surface, medical cleaning, septic tanks, ware washing, and professional laundry services. In addition, the company provides dishwashing, softener, microbial and medical cleaning services. Further, it provides corn, cotton, forages, peanuts, pulses, soybeans, wheat, small grains, bioyield, and biocontrol solutions; warm water species, recirculating aquaculture system; animal health and nutrition solutions; fiber modification, bleach boosting, deposit control, and starch modification solutions. Additionally, the company provides carbon capture, leather and textiles solutions; enzyme solutions, including corn and wheat separation, liquefaction, saccharification, filtration, isomerization, maltose, and specialties solutions; warm water species and recirculating aquaculture system solutions; human health solutions, comprising brain, oral, protective and immune, and gastrointestinal health solutions; ethanol, biodiesel, renewable diesel, education, wastewater, and sewage sludge, and renewable diesel solutions; agriculture and industry, biogas food waste, food waste, biocatalysis, cell culture, diagnostics, enzyme, and biogas solutions. Furthermore, it provides lipases, proteases, oxidoreductases, and carbohydrases. Novonesis A/S was founded in 1925 and is based in Bagsvaerd, Denmark."
NVS,Lichtstrasse 35,Basel,Switzerland,https://www.novartis.com,Drug Manufacturers - General,drug-manufacturers-general,Drug Manufacturers - General,Healthcare,healthcare,Healthcare,76057,,,,,,,http://www.novartis.com/investors/index.shtml,"Novartis AG engages in the research, development, manufacture, and marketing of healthcare products in Switzerland and internationally. The company offers prescription medicines for patients and physicians. The company also provides Pluvicto, lutetium Lu 177 vipivotide tetraxetan, indicated for the treatment of adult patients with prostate-specific membrane antigen (PSMA)-positive metastatic castration-resistant prostate cancer; and Lutathera, lutetium Lu 177 dotatate, a prescription medicine used to treat adults and children aged 12 years and older with gastroenteropancreatic neuroendocrine tumors. It focuses on therapeutic areas, such as cardiovascular, renal and metabolic, immunology, neuroscience, and oncology, as well as ophthalmology and hematology. The company has a license and collaboration agreement with Alnylam Pharmaceuticals to develop, manufacture, and commercialize inclisiran, a therapy to reduce LDL cholesterol; and Dawn Health for the development and commercialization of Ekiva, a digital solution designed for people living with Paroxysmal Nocturnal Hemoglobinuria. It also has a research collaboration and license agreement with Schrödinger, Inc. to identify and develop various therapeutic candidates; and a strategic collaboration with Vyriad, Inc. for the discovery and development for vivo chimeric antigen receptor T-cell therapies. The company was incorporated in 1996 and is headquartered in Basel, Switzerland."
NOC,2980 Fairview Park Drive,Falls Church,United States,https://www.northropgrumman.com,Aerospace & Defense,aerospace-defense,Aerospace & Defense,Industrials,industrials,Industrials,101000,10,6,4,1,4,1/1/2025 1:00,http://investor.northropgrumman.com/phoenix.zhtml?c=112386&p=irol-irhome,"Northrop Grumman Corporation operates as an aerospace and defense technology company in the United States, Asia/Pacific, Europe, and internationally. The company's Aeronautics Systems segment designs, develops, manufactures, integrates, and sustains aircraft systems. This segment also offers unmanned autonomous aircraft systems, including high-altitude long-endurance strategic ISR systems and vertical take-off and landing tactical ISR systems; and strategic long-range strike aircraft, tactical fighter and air dominance aircraft, and airborne battle management and command and control systems. Its Defense Systems segment designs, develops, integrates, and produces tactical weapons and missile defense solutions, and provides sustainment, modernization, and training services for manned and unmanned aircraft and electronics systems. It also offers integrated, all-domain command, and control battle management systems, precision strike weapons; high speed air-breathing and hypersonic systems; high-performance gun systems, ammunition, precision munitions and advanced fuzes; aircraft and mission systems logistics support, sustainment, operations and modernization; and warfighter training services. The company's Mission Systems segment offers command, control, communications and computers, intelligence, surveillance, and reconnaissance systems; radar, electro-optical/infrared and acoustic sensors; electronic warfare systems; advanced communications and network systems; cyber solutions; intelligence processing systems; navigation; and maritime power, propulsion, and payload launch systems. Its Space Systems segment offers satellites, spacecraft systems, subsystems, sensors, and payloads; ground systems; missile defense systems and interceptors; launch vehicles and related propulsion systems; and strategic missiles. Northrop Grumman Corporation was founded in 1939 and is based in Falls Church, Virginia."
NTRS,50 South La Salle Street,Chicago,United States,https://www.northerntrust.com,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,23300,5,7,6,3,5,1/1/2025 1:00,http://www.northerntrust.com/about-us/investor-relations,"Northern Trust Corporation, a financial holding company, provides wealth management, asset servicing, asset management, and banking solutions for corporations, institutions, families, and individuals worldwide. It operates in two segments, Asset Servicing and Wealth Management. The Asset Servicing segment offers asset servicing and related services, including custody, fund administration, investment operations outsourcing, investment management, investment risk and analytical services, employee benefit services, securities lending, foreign exchange, treasury management, brokerage services, transition management services, banking, and cash management services. This segment serves corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, sovereign wealth funds, and other institutional investors. The Wealth Management segment offers trust, investment management, custody, and philanthropic; financial consulting; guardianship and estate administration; family business consulting; family financial education; brokerage services; and private and business banking services. This segment serves high-net-worth individuals and families, business owners, executives, professionals, retirees, and established privately held businesses. The company also provides asset management services, such as active and passive equity; active and passive fixed income; cash management; muti-asset and alternative asset classes comprising private equity and hedge funds of funds; and multi-manager advisory services and products through separately managed accounts, bank common and collective funds, registered investment companies, exchange traded funds, non-U.S. collective investment funds, and unregistered private investment funds. In addition, it offers overlay and other risk management services. Northern Trust Corporation was founded in 1889 and is headquartered in Chicago, Illinois."
NSC,650 West Peachtree Street NW,Atlanta,United States,https://www.norfolksouthern.com,Railroads,railroads,Railroads,Industrials,industrials,Industrials,20700,10,10,10,5,10,1/1/2025 1:00,http://www.nscorp.com/nscportal/nscorp/Investors/,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States. The company transports agriculture, forest, and consumer products comprising soybeans, wheat, corn, fertilizers, livestock and poultry feed, food products, food oils, flour, sweeteners, ethanol, lumber and wood products, pulp board and paper products, wood fibers, wood pulp, beverages, and canned goods; chemicals consist of sulfur and related chemicals, petroleum products comprising crude oil, chlorine and bleaching compounds, plastics, rubber, industrial chemicals, chemical wastes, sand, and natural gas liquids; metals and construction materials, such as steel, aluminum products, machinery, scrap metals, cement, aggregates, minerals, clay, transportation equipment, and military-related products; and automotive, including finished motor vehicles and automotive parts, as well as coal. It also transports overseas freight through various Atlantic and Gulf Coast ports; and operates an intermodal network. As of December 31, 2023, the company operated approximately 19,100 route miles in 22 states and the District of Columbia. Norfolk Southern Corporation was incorporated in 1980 and is headquartered in Atlanta, Georgia."
NDSN,28601 Clemens Road,Westlake,United States,https://www.nordson.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,7700,4,2,6,10,8,12/1/2024 1:00,http://www.nordson.com/en-us/about-nordson/investors/Pages/default.aspx,"Nordson Corporation engineers, manufactures, and markets products and systems to dispense, apply, and control adhesives, coatings, polymers, sealants, biomaterials, and other fluids worldwide. It operates through three segments: Industrial Precision Solutions; Medical and Fluid Solutions; and Advanced Technology Solutions. The Industrial Precision Solutions segment provides dispensing, coating, and laminating systems for adhesives, lotions, liquids, and fibers to disposable products and roll goods; automated adhesive dispensing systems used in packaged goods industries; components and systems used in the thermoplastic and biopolymer melt stream; precision agriculture spraying solutions; fluid components, such as nozzles, pumps, and filters; and product assembly systems for use in paper and paperboard converting applications, and manufacturing roll goods. It also offers automated and manual dispensing products and systems for cold materials, container coating, liquid finishing, and powder coating, as well as ultraviolet equipment used primarily in curing and drying operations. The Medical and Fluid Solutions segment offers medical devices, including cannulas, catheters, and medical balloons; single-use plastic components; precision manual and semi-automated dispensers; minimally invasive interventional delivery devices; and plastic molded syringes, cartridges, tips, and fluid connection components. The Advanced Technology Solutions segment provides automated dispensing systems for the attachment, protection, and coating of fluids, as well as related gas plasma treatment systems for cleaning and conditioning surfaces; and bond testing and automated optical, acoustic microscopy, and x-ray inspection systems for use in semiconductor and printed circuit board industries. The company markets its products through direct sales force, as well as distributors and sales representatives. Nordson Corporation was founded in 1909 and is headquartered in Westlake, Ohio."
NKE,One Bowerman Drive,Beaverton,United States,https://www.nike.com,Footwear & Accessories,footwear-accessories,Footwear & Accessories,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,79400,9,10,9,10,10,12/1/2024 1:00,,"NIKE, Inc., together with its subsidiaries, engages in the design, development, marketing, and sale of athletic footwear, apparel, equipment, accessories, and services worldwide. The company provides athletic and casual footwear, apparel, and accessories under the NIKE, Jumpman, Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. It also sells a line of performance equipment and accessories comprising bags, sport balls, socks, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. In addition, the company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel; licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks; and operates digital platforms, including fitness and activity apps; sport, fitness, and wellness content; and digital services and features in retail stores. It sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was founded in 1964 and is headquartered in Beaverton, Oregon."
035420.KS,NAVER 1784,Seongnam-si,South Korea,https://www.navercorp.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,4390,1,3,6,3,3,11/1/2024 1:00,,"NAVER Corporation, together with its subsidiaries, provides online search portal and online information services in South Korea, Japan, and internationally. The company offers various search platforms. It is involved in the manufacture of cosmetics; electronic financial business; film and audio content production and distribution; animation and VFX production; Webtoon service development; language learning application development; monitoring, advertisement operations; mobile service development and operations; trading platform operation; clothes, accessories, and news distribution; web novel platform support; e-commerce; and database and online information supply business. Further, it engages in the provision of cloud service management, business support, workforce supply, and employee dispatch; camera and communication application development service; groupware development and service management; exhibition and performance planning business; new technology development and research; global business support; software consulting, development, and distribution; IT investment and research; online live broadcast service and local marketing; contents production; community service marketing; IT infrastructure operations; commerce platform; customer center operations; and comics publishing. The company was formerly known as NHN Corporation. NAVER Corporation was founded in 1999 and is headquartered in Seongnam-si, South Korea."
NPSNY,40 Heerengracht,Cape Town,South Africa,https://www.naspers.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,25564,,,,,,,,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America, and internationally. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Ventures segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa."
6268.T,JA Kyosai Building,Tokyo,Japan,https://www.nabtesco.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,8158,1,5,5,4,5,1/1/2025 1:00,http://www.nabtesco.com/en/stock/index.html,"Nabtesco Corporation manufactures and sells equipment in the industrial, daily life, and environmental fields products in Japan and internationally. The company offers precision reduction gears for component and gear head type; hydraulic equipment, such as traveling unit for crawlers, control valve for mini excavators, and swing unit for hydraulic excavators; railroad vehicle equipment, such as railroad vehicle brake systems, test equipment, door operating units, brake shoes, seat turning equipment, and snow removal devices; and aircraft equipment comprising flight control actuation systems and high voltage electric power distribution units. It also provides air dryers and wedge brake chambers for commercial vehicles, and hydraulic clutch master cylinders for passenger vehicles; engine remote control systems for marine vessels; automatic doors and platform doors for buildings; automatic filters/sealers for retort pouch foods; and prosthetic knee joints and rollator with a speed control system. In addition, the company offers condition monitoring with fail-safe equipment and diagnostic services for wind turbine. Nabtesco Corporation was incorporated in 2003 and is headquartered in Tokyo, Japan."
MSCI,7 World Trade Center,New York,United States,https://www.msci.com,Financial Data & Stock Exchanges,financial-data-stock-exchanges,Financial Data & Stock Exchanges,Financial Services,financial-services,Financial Services,6118,1,4,4,7,3,1/1/2025 1:00,,"MSCI Inc., together with its subsidiaries, provides critical decision support tools and solutions for the investment community to manage investment processes worldwide. The Index segment provides indexes for use in various areas of the investment process, including indexed financial product, such as ETFs, mutual funds, annuities, futures, options, structured products, and over-the-counter derivatives; performance benchmarking; portfolio construction and rebalancing; and asset allocation, as well as licenses GICS and GICS Direct. The Analytics segment offers risk management, performance attribution and portfolio management content, application, an integrated view of risk and return service, and an analysis of market, credit, liquidity, counterparty, and climate risk across asset classes; managed services, including consolidation of client portfolio data, review and reconciliation of input data and results, and customized reporting; and HedgePlatform to measure, evaluate, and monitor the risk of hedge fund investments. The ESG and Climate segment provides products and services that help institutional investors understand how ESG impacts the long-term risk and return of their portfolio and individual security-level investments; and data, ratings, research, and tools to help investors navigate increasing regulation. The All Other  Private Assets segment includes real estate and infrastructure data, benchmarks, return-analytics, climate assessments and market insights; business intelligence to real estate owners, managers, developers, and brokers; and offers investment decision support tools for private capital. The Private Capital Solutions segment offers tools to help private asset investors across mission-critical workflows, such as sourcing terms and conditions, evaluating operating performance, managing risk and other activities supporting private capital investing. MSCI Inc. was incorporated in 1998 and is headquartered in New York, New York."
MCO,7 World Trade Center,New York,United States,https://www.moodys.com,Financial Data & Stock Exchanges,financial-data-stock-exchanges,Financial Data & Stock Exchanges,Financial Services,financial-services,Financial Services,15776,6,3,8,4,5,1/1/2025 1:00,http://ir.moodys.com/index.cfm,"Moody's Corporation operates as an integrated risk assessment firm worldwide. It operates in two segments, Moody's Analytics and Moody's Investors Services. The Moody's Analytics segment develops a range of products and services that support the risk management activities of institutional participants in financial markets. It also offers credit research, credit models and analytics, economics data and models, and structured finance solutions; data sets on companies and securities; and SaaS solutions supporting banking, insurance, and know your customer workflows. The Moody's Investors Service segment publishes credit ratings and provides assessment services on various debt obligations, programs and facilities, and entities that issue such obligations, such as various corporate, financial institution, and governmental obligations, as well as structured finance securities. The company was formerly known as Dun and Bradstreet Company and changed its name to Moody's Corporation in September 2000. Moody's Corporation was founded in 1900 and is headquartered in New York, New York."
MPWR,5808 Lake Washington Boulevard NE,Kirkland,United States,https://www.monolithicpower.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,3564,10,9,5,9,9,1/1/2025 1:00,http://ir.monolithicpower.com/index.cfm,"Monolithic Power Systems, Inc. engages in the design, development, marketing, and sale of semiconductor-based power electronics solutions for the storage and computing, automotive, enterprise data, consumer, communications, and industrial markets. The company provides direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as cloud-based CPU servers, server artificial intelligence applications, storage applications, commercial notebooks, digital cockpit, power sources, home appliances, 4G and 5G infrastructure, and satellite communications applications. It offers lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in computers and notebooks, monitors, car navigation systems, and televisions, as well as for general illumination products. The company sells its products through third-party distributors, value-added resellers, directly to original equipment manufacturers, original design manufacturers, electronic manufacturing service providers, and other end customers. It serves China, Taiwan, South Korea, Europe, Japan, Southeast Asia, the United States, and internationally. Monolithic Power Systems, Inc. was incorporated in 1997 and is headquartered in Kirkland, Washington."
MRK,126 East Lincoln Avenue,Rahway,United States,https://www.merck.com,Drug Manufacturers - General,drug-manufacturers-general,Drug Manufacturers - General,Healthcare,healthcare,Healthcare,70000,7,6,2,3,3,1/1/2025 1:00,http://www.merck.com/investors/home.html,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes under the Keytruda, Bridion, Adempas, Lagevrio, Belsomra, Simponi, and Januvia brands, as well as vaccine products consisting of preventive pediatric, adolescent, and adult vaccines under the Gardasil/Gardasil 9, ProQuad, M-M-R II, Varivax, RotaTeq, Live Oral, Vaxneuvance, Pneumovax 23, and Vaqta names. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. vIt has development and commercialization agreement for three of Daiichi Sankyo's deruxtecan ADC candidates, which include patritumab deruxtecan, ifinatamab deruxtecan, and raludotatug deruxtecan for the treatment of multiple solid tumors both as monotherapy and/or in combination with other treatments; and AstraZeneca PLC to co-development and co-commercialize AstraZeneca's Lynparza products for multiple cancer types, and Koselugo for multiple indications. It also has licensed to develop, manufacture and  commercialize LM-299, a novel investigational PD-1/VEGF bispecific antibody from LaNova. The company also has a collaboration agreement with Eisai Co., Ltd., Bayer AG, and Ridgeback Biotherapeutics LP, as well Moderna, Inc. Merck & Co., Inc. was founded in 1891 and is headquartered in Rahway, New Jersey."
MELI,WTC Free Zone,Montevideo,Uruguay,https://www.mercadolibre.com,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,58313,7,7,5,7,7,1/1/2025 1:00,http://investor.mercadolibre.com/stockquote.cfm,"MercadoLibre, Inc. operates online commerce platforms in the United States. It operates Mercado Libre Marketplace, an automated online commerce platform that enables businesses, merchants, and individuals to list merchandise and conduct sales and purchases digitally; and Mercado Pago FinTech platform, a financial technology solution platform, which facilitates transactions on and off its marketplaces by providing a mechanism that allows its users to send and receive payments online, as well as allows users to transfer money through their websites or on the apps. The company also offers Mercado Fondo that allows users to invest funds deposited in their Mercado Pago accounts; Mercado Credito, which extends loans to certain merchants and consumers; and Mercado Envios logistics solution that enables sellers on its platform to utilize third-party carriers and other logistics service providers, as well as fulfillment and warehousing services for sellers. In addition, it provides Mercado Libre Classifieds, an online classified listing service, where users can list and purchase motor vehicles, real estate, and services; Mercado Ads, an advertising platform, which enables large retailers and brands to promote their products and services on the web; and Mercado Shops, an online storefronts solution that enables users to set-up, manage, and promote their own digital stores. The company was incorporated in 1999 and is headquartered in Montevideo, Uruguay."
MCD,110 North Carpenter Street,Chicago,United States,https://www.mcdonalds.com,Restaurants,restaurants,Restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,100000,8,4,3,7,5,1/1/2025 1:00,http://www.aboutmcdonalds.com/mcd/investors.html,"McDonald's Corporation operates and franchises restaurants under the McDonald's brand in the United States and internationally. It offers food and beverages, including hamburgers and cheeseburgers, various chicken sandwiches, fries, shakes, desserts, sundaes, cookies, pies, soft drinks, coffee, and other beverages; and full or limited breakfast, as well as sells various other products during limited-time promotions. The company owns and operates under various structures comprising conventional franchise, developmental license, or affiliate. McDonald's Corporation was founded in 1940 and is based in Chicago, Illinois."
MKC,24 Schilling Road,Hunt Valley,United States,https://www.mccormickcorporation.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,13800,6,10,8,10,10,1/1/2025 1:00,http://phx.corporate-ir.net/phoenix.zhtml?c=65454&p=irol-irhome,"McCormick & Company, Incorporated manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavorful products to the food industry. It operates in two segments, Consumer and Flavor Solutions. The Consumer segment offers spices, herbs, and seasonings, as well as condiments and sauces, and desserts. This segment markets its products under the McCormick, French's, Frank's RedHot, Lawry's, Cholula Hot Sauce, Gourmet Garden, Club House, and OLD BAY brands in the Americas; Ducros, Schwartz, Kamis, LA Drogheria, and Vahiné brands in Europe, the Middle East, and Africa; McCormick and DaQiao brands in the Asia/Pacific; McCormick, Aeroplane, and Gourmet Garden brands in China; and the McCormick brand and other brands in Australia, as well as markets regional and ethnic brands, such as Zatarain's, Stubb's, Thai Kitchen, and Simply Asia. It also supplies its products under the private labels. This segment serves retailers comprising grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce retailers directly and indirectly through distributors and wholesale foodservice suppliers. The Flavor Solutions segment offers seasoning blends, spices and herbs, condiments, coating systems, and compound flavors to multinational food manufacturers and foodservice customers. It serves foodservice customers directly and indirectly through distributors. The company was founded in 1889 and is headquartered in Hunt Valley, Maryland."
MKTX,55 Hudson Yards,New York,United States,https://www.marketaxess.com,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,881,1,6,3,5,3,1/1/2025 1:00,,"MarketAxess Holdings Inc., together with its subsidiaries, operates an electronic trading platform for institutional investor and broker-dealer companies worldwide. The company offers trading technology that provides liquidity access in U.S. high-grade bonds, U.S. high-yield bonds, emerging market debt, eurobonds, municipal bonds, U.S. government bonds, and other fixed-income securities; and executes bond trades between and among institutional investor and broker-dealer clients in an all-to-all anonymous trading environment for corporate bonds through its Open Trading protocols. It also provides trading-related products and services, including composite+ pricing and other market data products to assist clients with trading decisions; auto-execution and other execution services for clients requiring specialized workflow solutions; connectivity solutions that facilitate straight-through processing; and technology services to optimize trading environments. In addition, the company offers various pre-and post-trade services, such as trade matching, trade publication, regulatory transaction reporting, and market and reference data across a range of fixed-income and other products. MarketAxess Holdings Inc. was incorporated in 2000 and is headquartered in New York, New York."
MANH,2300 Windy Ridge Parkway,Atlanta,United States,https://www.manh.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,4580,1,5,4,5,4,1/1/2025 1:00,http://ir.manh.com/phoenix.zhtml?c=113502&p=irol-IRHome,"Manhattan Associates, Inc. develops, sells, deploys, services, and maintains software solutions to manage supply chains, inventory, and omni-channel operations. It offers Warehouse Management Solution for managing goods and information across the distribution centers; Manhattan Active Warehouse Management, a cloud native and version less application for the associate; and Transportation Management Solution for helping shippers navigate their way through the demands and meet customer service expectations at the lowest possible freight costs; Manhattan SCALE, a portfolio of logistics execution solution; and Manhattan Active Omni, which offers order management, store inventory and fulfillment, POS, and customer engagement tools for enterprises and stores. The company also provides inventory optimization and allocation solutions; technology platform including Manhattan Active Platform solutions, a cloud-native product designed to provide version-less product access; maintenance services, which offers on-premises software licensees with software upgrades for additional or improved functionality and technological advances; and professional services, such as solutions planning and implementation, and related consulting services. In addition, it provides training and change management services; and resells computer hardware, radio frequency terminal networks, radio frequency identification chip readers, bar code printers and scanners, and other peripherals. The company offers products through direct sales personnel and partnership agreements with various organizations. It serves retail, consumer goods, food and grocery, logistics service providers, industrial and wholesale, high technology and electronics, life sciences, and government industries. The company operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Manhattan Associates, Inc. was founded in 1990 and is headquartered in Atlanta, Georgia."
MCQEF,50 Martin Place,Sydney,Australia,https://www.macquarie.com.au,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,21270,,,,,,,,"Macquarie Group Limited provides diversified financial services in Australia, the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates through four segments: Macquarie Asset Management (MAM), Banking and Financial Services (BFS), Commodities and Global Markets (CGM), and Macquarie Capital. The MAM segment provides investment solutions to clients across various capabilities in private markets and public investments, including infrastructure, green investments, agriculture and natural assets, real estate, private credit, asset finance, equities, fixed income, and multi-asset solutions. The BFS segment offers personal banking products comprising home loans, car loans, transaction and savings accounts, and credit cards; and wrap platform and cash management, financial advisory, and private banking services, as well as investment and superannuation products. It also provides deposit, lending, and payment solutions and services to business clients. The CGM segment provides risk management, lending and financing, capital solutions, market access, and physical execution and logistics to corporate and institutional clients; and specialist finance and asset management solutions. The Macquarie Capital segment provides advisory and capital raising services. It is also involved in development and investment in infrastructure and energy projects and companies; and brokerage business, including equity research, sales, execution capabilities, and corporate access. Macquarie Group Limited was founded in 1969 and is headquartered in Sydney, Australia."
